clues,nombre,domicilio,codigoPostal,numeroLongitud,numeroLatitud,entidad,estado,institucion,jurisdiccion,localidad,municipio,tipologia
CSSMP002093,FARMACIAS SIMILARES,SIN DOMICILIO,29078,,,CHIAPAS,EN OPERACIÓN,SMP,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,NO ESPECIFICADO
CSSMP002102,FARMACIAS SIMILARES,SIN DOMICILIO,29080,,,CHIAPAS,EN OPERACIÓN,SMP,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,NO ESPECIFICADO
CSSMP002111,FARMACIAS SIMILARES,SIN DOMICILIO,29096,,,CHIAPAS,EN OPERACIÓN,SMP,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,NO ESPECIFICADO
CSSMP002120,FARMACIAS SIMILARES,SIN DOMICILIO,99999,,,CHIAPAS,EN OPERACIÓN,SMP,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,NO ESPECIFICADO
CSSMP002171,FARMACIA SORIANA HÍPER SUC.114 POLIFORUM,SIN DOMICILIO,29040,,,CHIAPAS,EN OPERACIÓN,SMP,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,NO ESPECIFICADO
CSSMP002182,CONSULTORIO MEDICO GENERAL,SIN DOMICILIO,29043,,,CHIAPAS,EN OPERACIÓN,SMP,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,NO ESPECIFICADO
CSSMP002194,HOSPITAL SAN LUCAS CARDIOLOGIA DEL SURESTE,SIN DOMICILIO,29029,,,CHIAPAS,EN OPERACIÓN,SMP,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,NO ESPECIFICADO
CSIMO005210,H. R. S. (OPORTUNIDADES) VENUSTIANO CARRANZA,Carretera Tuxtla Gtez-Pujiltic 101 km. 90.6,30200,-92.563889,16.338056,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Venustiano Carranza,VENUSTIANO CARRANZA,HOSPITAL RURAL
CSIMO005222,AGUACATENANGO,DOMICILIO CONOCIDO,30320,-92.407778,16.472222,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Aguacatenango,VENUSTIANO CARRANZA,UNIDAD MEDICA
CSIMO005234,RICARDO FLORES MAGÓN,DOMICILIO CONOCIDO,30491,-92.695833,16.394167,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Ricardo Flores Magón,VENUSTIANO CARRANZA,UNIDAD MEDICA
CSIMO005246,MIGUEL HIDALGO,DOMICILIO CONOCIDO,30303,-92.628056,16.349167,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Miguel Hidalgo,VENUSTIANO CARRANZA,UNIDAD MEDICA
CSIMO005251,SOYATITÁN,DOMICILIO CONOCIDO,30315,-92.425278,16.294167,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Soyatitán,VENUSTIANO CARRANZA,UNIDAD MEDICA
CSIMO005263,VICENTE GUERRERO,DOMICILIO CONOCIDO,30300,-92.711389,16.436944,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Vicente Guerrero,VENUSTIANO CARRANZA,UNIDAD MEDICA
CSIMS000280,UMF 14 I. PUJILTIC,PRINCIPAL AL INGENIO,30310,-92.4506,16.2761,CHIAPAS,EN OPERACIÓN,IMSS,TUXTLA GUTIÉRREZ,San Francisco Pujiltic,VENUSTIANO CARRANZA,UNIDAD MEDICA
CSIMS000292,UMF 20 ANGOSTURA,PRESA HIDROELÉCTRICA BELISARIO DOMÍNGUEZ,30271,-92.7664,16.4044,CHIAPAS,EN OPERACIÓN,IMSS,TUXTLA GUTIÉRREZ,La Angostura,VENUSTIANO CARRANZA,UNIDAD MEDICA
CSIST000304,VENUSTIANO CARRANZA,PRIMERA NORTE,99999,-92.5599,16.3383,CHIAPAS,EN OPERACIÓN,ISSSTE,TUXTLA GUTIÉRREZ,Venustiano Carranza,VENUSTIANO CARRANZA,UNIDAD MEDICA
CSIST000485,SOYATITAN (SAGARPA),CAMPAMENTO COMICION NACIONAL DEL AGUA,99999,-92.4276,16.2914,CHIAPAS,EN OPERACIÓN,ISSSTE,TUXTLA GUTIÉRREZ,Soyatitán,VENUSTIANO CARRANZA,CONSULTORIO AUXILIAR
CSSSA007861,GUADALUPE VICTORIA,NO DISPONIBLE,30200,-92.5525,16.405,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Guadalupe Victoria,VENUSTIANO CARRANZA,CENTRO DE SALUD
CSSSA007890,SAN FRANCISCO PUJILTIC,NO DISPONIBLE,30200,-92.452778,16.277222,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,San Francisco Pujiltic,VENUSTIANO CARRANZA,CENTRO DE SALUD
CSSSA007902,LAJA TENDIDA,NO DISPONIBLE,30240,-92.668611,16.335833,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Presidente Echeverría (Laja Tendida),VENUSTIANO CARRANZA,CENTRO DE SALUD
CSSSA007914,PARAÍSO DEL GRIJALVA,NO DISPONIBLE,29150,-92.643056,16.223889,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Paraíso del Grijalva,VENUSTIANO CARRANZA,CENTRO DE SALUD
CSSSA007844,VENUSTIANO CARRANZA,NO DISPONIBLE,30200,-92.5648,16.3397,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Venustiano Carranza,VENUSTIANO CARRANZA,CENTRO DE SALUD
CSSSA020164,SAN PEDRO EL PUY,A 20 METROS DEL PARQUE CENTRAL,99999,,,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,San Pedro el Puy,VENUSTIANO CARRANZA,CARAVANA
CSSSA020176,LA GLORIA (LA TRANCA),A 20 METROS DE LA ESCUELA JUAN ESCUTIA,99999,,,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,La Gloria (La Tranca),VENUSTIANO CARRANZA,CARAVANA
CSSSA007885,MARIANO MATAMOROS,NO DISPONIBLE,30200,-92.585,16.481111,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Mariano Matamoros,VENUSTIANO CARRANZA,CASA DE SALUD
CSSSA007926,SAN ANTONIO LA SIDRA (31 DE DICIEMBRE),AL LADO DEL KINDER,30200,-92.551111,16.369444,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Treinta y Uno de Diciembre,VENUSTIANO CARRANZA,CASA DE SALUD
CSSMP002135,FARMACIAS SIMILARES,SIN DOMICILIO,30200,,,CHIAPAS,EN OPERACIÓN,SMP,TUXTLA GUTIÉRREZ,Venustiano Carranza,VENUSTIANO CARRANZA,NO ESPECIFICADO
CSSMP002144,FARMACIAS SIMILARES,SIN DOMICILIO,99999,,,CHIAPAS,EN OPERACIÓN,SMP,TUXTLA GUTIÉRREZ,Venustiano Carranza,VENUSTIANO CARRANZA,NO ESPECIFICADO
CSIMO005560,SAN LUCAS,DOMICILIO CONOCIDO,29400,-92.718056,16.611667,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,San Lucas,SAN LUCAS,UNIDAD MEDICA
CSSSA018431,CESSA SAN LUCAS,FRANCISCO I.  MADERO CERCA DEL OJO DE AGUA,29400,-92.718,16.6141,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,San Lucas,SAN LUCAS,CENTRO DE SALUD - SERVICIOS AMPLIADOS
CSIMO000293,AMATENANGO DEL VALLE,DOMICILIO CONOCIDO,29430,-92.434722,16.527222,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Amatenango del Valle,AMATENANGO DEL VALLE,UNIDAD MEDICA
CSIMO000305,CRUZ QUEMADA,DOMICILIO CONOCIDO,29430,-92.333889,16.501944,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Cruz Quemada,AMATENANGO DEL VALLE,UNIDAD MEDICA
CSSSA012901,U. M. M. LA MERCED,AV. INSURGENTES,29250,-92.339167,16.548611,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,La Merced,AMATENANGO DEL VALLE,CARAVANA
CSSSA018204,CARAVANA TIPO 0 SAN CARALAMPIO,CASA EJIDAL,99999,-92.358056,17.018056,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Caralampio,AMATENANGO DEL VALLE,CARAVANA
CSIMO000894,CHALCHIHUITÁN,DOMICILIO CONOCIDO,29850,-92.618889,16.961111,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Chalchihuitán,CHALCHIHUITÁN,UNIDAD MEDICA
CSIMO000906,CANTEAL,DOMICILIO CONOCIDO,29851,-92.590833,17.002222,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Canteal,CHALCHIHUITÁN,UNIDAD MEDICA
CSIMO000911,JOLITONTIC,DOMICILIO CONOCIDO,29850,-92.638611,17.048333,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Jolitontic,CHALCHIHUITÁN,UNIDAD MEDICA
CSIMO000923,JOLTEALAL,DOMICILIO CONOCIDO,29855,-92.621389,17.075556,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Joltealal,CHALCHIHUITÁN,UNIDAD MEDICA
CSIMO005782,MICRO X,DOMICILIO CONOCIDO,29850,-92.618889,16.961111,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Chalchihuitán,CHALCHIHUITÁN,REGIONALIZACION
CSSSA017743,CENTRO DE SALUD MICROREGIONAL BALUNACO,CRUCERO NAMTIK PARAJE,99999,-92.570278,17.007778,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Balunaco,CHALCHIHUITÁN,CENTRO DE SALUD
CSSSA019971,CENTRO DE SALUD MICROREGIONAL TZUNUNIL,CAMINO A LA ESCUELA PRIMARIA,99999,-92.603333,17.055556,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Tzununil,CHALCHIHUITÁN,CENTRO DE SALUD
CSSSA018793,H. B. C. DE CHALCHIHUITÁN,CERCA DEL PANTEÓN,29850,-92.6159,16.9639,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Chalchihuitán,CHALCHIHUITÁN,HOSPITAL
CSSSA012910,U. M. M. TZACUCUM,AV. INSURGENTES,29250,-92.614294,17.018786,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Tzacucum,CHALCHIHUITÁN,CARAVANA
CSSSA012242,CARAVANA TIPO 0 PACANAM,AV. INSURGENTES,29200,-92.573611,17.051667,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Pacanam,CHALCHIHUITÁN,CARAVANA
CSIMO000935,CHAMULA,DOMICILIO CONOCIDO,29320,-92.689167,16.7875,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Chamula,CHAMULA,UNIDAD MEDICA
CSIMO000940,BAUTISTA CHICO,DOMICILIO CONOCIDO,29323,-92.711944,16.799722,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Bautista Chico,CHAMULA,UNIDAD MEDICA
CSIMO000952,CHICUMTANTIC,DOMICILIO CONOCIDO,29320,-92.605278,16.865556,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Chicumtantic,CHAMULA,UNIDAD MEDICA
CSIMO000964,EPALCHÉN,DOMICILIO CONOCIDO,29320,-92.696389,16.891389,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Epalchén,CHAMULA,UNIDAD MEDICA
CSIMO000976,MILPOLETA,DOMICILIO CONOCIDO,29320,-92.660833,16.7725,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Milpoleta,CHAMULA,UNIDAD MEDICA
CSIMO000981,LAS OLLAS,DOMICILIO CONOCIDO,29320,-92.553611,16.781111,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Las Ollas,CHAMULA,UNIDAD MEDICA
CSIMO000993,EL POZO,DOMICILIO CONOCIDO,29320,-92.571944,16.851667,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,El Pozo,CHAMULA,UNIDAD MEDICA
CSIMO001005,SACTZU,DOMICILIO CONOCIDO,29320,-92.608611,16.796111,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Sactzu,CHAMULA,UNIDAD MEDICA
CSIMO001010,YAALHICHÍN,DOMICILIO CONOCIDO,29320,-92.675,16.841111,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Yaalhichín,CHAMULA,UNIDAD MEDICA
CSIMO001022,YALTEM,DOMICILIO CONOCIDO,29330,-92.789722,16.843611,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Yaltem,CHAMULA,UNIDAD MEDICA
CSIMO001034,YALVANTÉ,DOMICILIO CONOCIDO,29330,-92.779722,16.806389,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Yalvanté,CHAMULA,UNIDAD MEDICA
CSIMO001046,YITIC,DOMICILIO CONOCIDO,29329,-92.626389,16.857222,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Yitic,CHAMULA,UNIDAD MEDICA
CSIMO001051,SHUCUTÓN,DOMICILIO CONOCIDO,29320,-92.65097,16.829159,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Shucutón,CHAMULA,UNIDAD MEDICA
CSSSA009063,CALLEJÓN,NO DISPONIBLE,99999,-92.709722,16.868333,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Callejón,CHAMULA,CENTRO DE SALUD
CSSSA019394,CENTRO DE SALUD MICROREGIONAL CATISHTIC,A UN COSTADO DE LA ESCUELA PRIMARIA,29320,-92.737778,16.780278,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Catishtic,CHAMULA,CENTRO DE SALUD
CSSSA018950,CHILIMJOVELTIC,A UN COSTADO DE LA ESCUELA PRIMARIA,99999,-92.5856,16.7882,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Chilimjoveltic,CHAMULA,CENTRO DE SALUD
CSSSA001433,ICALUMTIC,NO DISPONIBLE,29320,-92.658333,16.864167,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Icalumtic,CHAMULA,CENTRO DE SALUD
CSSSA019406,CENTRO DE SALUD MICROREGIONAL JOLBON,A UN COSTADO DE LA ESCUELA PRIMARIA,29332,-92.631111,16.825556,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Jolbón,CHAMULA,CENTRO DE SALUD
CSSSA001445,JOMALHO,NO DISPONIBLE,29320,-92.718611,16.839444,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Jomalho,CHAMULA,CENTRO DE SALUD
CSSSA018933,MACVILHO,ATRÁS DE LA ESCUELA PRIMARIA,99999,-92.692778,16.858611,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Macvilho,CHAMULA,CENTRO DE SALUD
CSSSA001450,RANCHO NARVÁEZ,NO DISPONIBLE,29320,-92.755,16.798333,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Narváez,CHAMULA,CENTRO DE SALUD
CSSSA019423,CENTRO DE SALUD MICROREGIONAL PAJALTÓN ALTO,A UN COSTADO DE LA ESCUELA PRIMARIA,29326,-92.572222,16.829167,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Pajaltón Alto,CHAMULA,CENTRO DE SALUD
CSSSA001462,ROMERILLO,NO DISPONIBLE,29320,-92.5675,16.765278,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Romerillo,CHAMULA,CENTRO DE SALUD
CSSSA001474,SACLAMANTÓN,NO DISPONIBLE,29320,-92.635,16.788333,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Saclamantón,CHAMULA,CENTRO DE SALUD
CSSSA019382,CENTRO DE SALUD MICROREGIONAL TZAJALCHÉN,A 600 METROS DE LA ESCUELA PRIMARIA,29335,-92.646111,16.837222,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Tzajalchén,CHAMULA,CENTRO DE SALUD
CSSSA019411,CENTRO DE SALUD MICROREGIONAL LAS MINAS,1 KM. ANTES DE LLEGAR A LA COMUNIDAD,99999,-92.665278,16.811111,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Las Minas,CHAMULA,CENTRO DE SALUD
CSSSA008701,BASHEQUÉM,NO DISPONIBLE,29320,-92.607778,16.883333,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Bashequen,CHAMULA,CENTRO DE SALUD
CSSSA001520,MAJOMUT,NO DISPONIBLE,29320,-92.659444,16.849167,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Majomut,CHAMULA,CENTRO DE SALUD
CSSSA019201,CENTRO DE SALUD MICROREGIONAL YUT BASH UNO,3 KM. DESPUES DE LA ESCUELA DE LA LOCALIDAD DE JOPAJALTON,29332,-92.635278,16.808611,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Yut Bash Uno,CHAMULA,CENTRO DE SALUD
CSSSA019481,H. B. C. DE SAN JUAN CHAMULA,"Puerto Caté - San Cristóbal de Las Casas no. 100, a un costado de la U.M.R.",29320,-92.695802,16.784075,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Chamula,CHAMULA,HOSPITAL
CSSSA017965,CARAVANA TIPO 2 JOCOSIC,AVENIDA INSURGENTES,29200,-92.6247,16.8475,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Chiotic,CHAMULA,CARAVANA
CSSSA012925,U. M. M. ICHINTÓN,AV. INSURGENTES,29250,-92.681944,16.761944,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Ichintón,CHAMULA,CARAVANA
CSSSA001416,MATERNIDAD CHAMULA,MANANTIAL Y 2a. CALLE CENTRAL EZQUINA,29320,-92.6914,16.79,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Chamula,CHAMULA,CLINICA DE ESPECIALIDADES
CSSSA001421,CRUZ QUEMADA,NO DISPONIBLE,29320,-92.694444,16.825,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Cruz Quemada,CHAMULA,CASA DE SALUD
CSSSA001491,CRUZ CHOT,NO DISPONIBLE,29320,-92.668333,16.781667,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Cruz Chot,CHAMULA,CASA DE SALUD
CSSSA001503,NICHÉN,NO DISPONIBLE,29320,-92.684444,16.800833,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Nichén,CHAMULA,CASA DE SALUD
CSSSA001515,JOLNAJOLTIC,NO DISPONIBLE,29320,-92.703889,16.765833,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Jolnajojtic,CHAMULA,CASA DE SALUD
CSIMO001063,SAXCHILBALTÉ,DOMICILIO CONOCIDO,29440,-92.087778,16.686389,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Sakchilbate,CHANAL,UNIDAD MEDICA
CSIMO001075,FRONTERA MEXIQUITO,DOMICILIO CONOCIDO,29442,-92.165556,16.538889,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Frontera Mexiquito,CHANAL,UNIDAD MEDICA
CSSSA017755,NATILTÓN,CAMINO SANTA ROSALIA,29441,-92.205556,16.523889,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Natiltón,CHANAL,CENTRO DE SALUD
CSSSA019353,CENTRO DE SALUD SIBERIA,FRENTE A LA AGENCIA RURAL MUNICIPAL,29444,-92.293056,16.6175,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Siberia,CHANAL,CENTRO DE SALUD
CSSSA001532,CHANAL,NO DISPONIBLE,29440,-92.2575,16.6575,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Chanal,CHANAL,CENTRO DE SALUD
CSIMO001092,SANTA MARTHA,DOMICILIO CONOCIDO,29870,-92.68,16.930556,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Santa Martha,CHENALHÓ,UNIDAD MEDICA
CSIMO001104,MIGUEL UTRILLA (LOS CHORROS),DOMICILIO CONOCIDO,29870,-92.479722,16.942778,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Miguel Utrilla (Los Chorros),CHENALHÓ,UNIDAD MEDICA
CSIMO001116,PECHIQUIL,DOMICILIO CONOCIDO,29879,-92.548333,16.998889,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Pechiquil,CHENALHÓ,UNIDAD MEDICA
CSIMO001121,SHUNUCH,DOMICILIO CONOCIDO,29870,-92.583889,16.906944,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Shunuch,CHENALHÓ,UNIDAD MEDICA
CSIMO001133,TAKIUKUM,DOMICILIO CONOCIDO,29872,-92.5375,16.925,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Takiukum,CHENALHÓ,UNIDAD MEDICA
CSSSA001573,BELISARIO DOMÍNGUEZ,NO DISPONIBLE,29875,-92.661,16.8914,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Belisario Domínguez,CHENALHÓ,CENTRO DE SALUD
CSSSA001585,CHIMIX DOS,NO DISPONIBLE,29870,-92.525,17.013889,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Chimix Dos,CHENALHÓ,CENTRO DE SALUD
CSSSA019213,CENTRO DE SALUD MICROREGIONAL CHIMTIC,A 9.5 KM. CARRETERA A LA LIBERTAD,29876,-92.601389,16.920556,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Chimtic,CHENALHÓ,CENTRO DE SALUD
CSSSA020123,CENTRO DE SALUD MICROREGIONAL JOLXIC,A UN COSTADO DE LA ESCUELA PRIMARIA NIÑOS HEROES,99999,-92.653611,16.932222,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Jolxic,CHENALHÓ,CENTRO DE SALUD
CSSSA019184,CENTRO DE SALUD MICROREGIONAL LA LIBERTAD,FRENTE A LA ESCUELA PRIMARIA,29871,-92.564722,16.905556,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,La Libertad,CHENALHÓ,CENTRO DE SALUD
CSSSA019341,CENTRO DE SALUD MICROREGIONAL MAJOMUT,A UN COSTADO DE LA BODEGA DE CAFÉ,99999,-92.523333,16.972222,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Majomut,CHENALHÓ,CENTRO DE SALUD
CSSSA001602,COLONIA PUEBLA,NO DISPONIBLE,29870,-92.503889,16.915833,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Puebla,CHENALHÓ,CENTRO DE SALUD
CSSSA019464,CENTRO DE SALUD MICROREGIONAL  ZANEMBOLOM,A UN COSTADO DE LA AGENCIA MUNICIPAL,29876,-92.507222,17.048611,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Tzanembolom,CHENALHÓ,CENTRO DE SALUD
CSSSA019324,CENTRO DE SALUD MICROREGIONAL YIBELJOJ,A UN COSTADO DE LA CARRETERA RUMBO A LA COMUNIDAD DE LA LIBERTAD,29880,-92.5042,16.958,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Yibeljoj,CHENALHÓ,CENTRO DE SALUD
CSSSA017772,TZAJALCHÉN,CAMINO TZAMETAL,99999,-92.518056,17.040278,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Tzajalchén,CHENALHÓ,CENTRO DE SALUD
CSSSA017760,MAJUMPEPEN,CARRETERA PANTELHO,99999,-92.543,16.9758,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Majonpepentik,CHENALHÓ,CENTRO DE SALUD
CSSSA019225,CENTRO DE SALUD MICROREGIONAL CHIXILTÓN,A UN COSTADO DE LA ESCUELA PRIMARIA,99999,-92.6171,16.9219,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Chixiltón,CHENALHÓ,CENTRO DE SALUD
CSSSA020082,CENTRO DE SALUD MICROREGIONAL YIBELJOJ,FRENTE A LA ESCUELA PRIMARIA 16 DE NOVIEMBRE DE 1997,99999,-92.516389,16.956111,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Nuevo Yibeljoj,CHENALHÓ,CENTRO DE SALUD
CSSSA001561,CHENALHÓ,NO DISPONIBLE,29870,-92.625833,16.893611,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Chenalhó,CHENALHÓ,CENTRO DE SALUD
CSSSA018991,CARAVANA TIPO 0 TZABALHÓ,CASA EJIDAL,99999,-92.361944,16.73,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Tzabalhó,CHENALHÓ,CARAVANA
CSSSA002495,MACUSHTETIC,NO DISPONIBLE,99999,-92.655556,16.956667,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Macushtetic,CHENALHÓ,CARAVANA
